Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,JOI1_S4,JOI2_S5,JOI3_S6,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000159388.6,BTG2,53.42021346,244.0778502,0.000408457,0.003751784,211.8108009,219.6020931,220.6903364,261.3166391,280.2553563,270.7918755,270.7879569,217.3677435,1.245759617,0.317025712
ENSG00000198034.11,RPS4X,53.2984938,658.090201,0.000866137,0.006182689,620.1675151,631.8106449,642.3447021,679.4992805,691.3597107,683.3593525,684.7394479,631.4409541,1.084407724,0.116907294
ENSG00000205339.10,IPO7,50.2252002,190.8830984,0.000216044,0.002498138,160.8607297,164.0779701,172.3727952,210.454487,214.7183931,222.8142154,215.9956985,165.7704983,1.302980329,0.381815304
ENSG00000135002.12,RFK,49.81848638,84.02777384,0.000357223,0.003420681,49.56958026,60.17166711,67.61434457,106.5333686,107.7032535,112.574429,108.937017,59.11853065,1.84268817,0.88181195
ENSG00000104976.12,SNAPC2,48.82627814,88.72543517,0.001144943,0.007424336,72.69628755,61.49105888,58.74954186,117.3997634,120.2043782,101.8115811,113.1385742,64.31229609,1.759205955,0.814924393
ENSG00000197111.16,PCBP2,48.63719318,139.6744951,4.11E-05,0.000945188,111.1250596,116.15726,118.7853761,161.0055945,162.1273894,168.8462913,163.9930917,115.3558985,1.421627275,0.507543266
ENSG00000130255.13,RPL36,48.5343231,272.9931196,0.000441171,0.003972976,255.0215007,249.468423,241.6879505,291.3099719,295.2017483,305.2691232,297.2602811,248.725958,1.195131716,0.257169628
ENSG00000133872.14,SARAF,46.07246076,95.60099738,8.33E-05,0.001419296,75.55934813,68.35998696,73.77496589,115.3012122,124.5953019,116.0151692,118.6372278,72.56476699,1.634915024,0.709215652
ENSG00000168792.5,ABHD15,44.56555593,213.7394746,0.000180087,0.002230394,184.695594,190.8937164,198.7807795,238.2848863,234.2158009,235.5660706,236.0222526,191.4566967,1.232770944,0.301904763
ENSG00000264364.3,DYNLL2,44.52022157,167.3514957,2.18E-05,0.000669966,144.2397833,143.9350632,147.0993083,185.751593,194.1253595,188.957867,189.6116065,145.0913849,1.306842626,0.386085418
ENSG00000139112.11,GABARAPL1,43.85829806,55.20595893,0.000213463,0.002480479,33.12807936,33.57200909,33.13034124,82.48749607,68.53501371,80.38281408,77.13510795,33.2768099,2.317983851,1.212870515
ENSG00000183598.4,H3C13,43.48684435,27.18254918,1.17E-05,0.00049451,3.641314493,7.874769943,4.801296584,45.57376211,51.97847415,49.22567781,48.92597136,5.439127006,8.995188254,3.169153475
ENSG00000180346.4,TIGD2,43.45186059,123.3914966,0.00134761,0.008301309,94.2850782,99.75877305,110.9528478,140.1523232,153.9283204,141.2716372,145.1174269,101.6655663,1.427399976,0.513389653
ENSG00000113369.9,ARRDC3,42.24195091,57.80018262,6.45E-05,0.001243488,36.16249,31.55886304,42.31626847,77.5281748,79.67177845,79.56352098,78.92115807,36.67920717,2.151659323,1.105449671
ENSG00000107581.13,EIF3A,42.12677972,205.8792219,4.45E-05,0.000988097,183.5839815,180.8489999,190.0145146,225.8172207,225.8753879,229.1352266,226.9426117,184.815832,1.227939237,0.296239172
ENSG00000171867.18,PRNP,41.51394613,98.3090753,0.000535096,0.004508175,74.62628089,73.66663601,84.36338979,113.8499999,126.3601106,116.9880346,119.0660484,77.55210223,1.535303943,0.618524293
ENSG00000129355.7,CDKN2D,41.26907365,37.28500519,0.001690353,0.00965725,19.04827631,17.04584817,13.8572806,56.05094693,69.89469087,47.81298824,57.91954201,16.65046836,3.478553321,1.798487435
ENSG00000178567.8,EPM2AIP1,39.69853196,81.647395,0.000272328,0.002877115,55.52543191,62.77960523,67.08934993,96.80666286,102.7401313,104.9431888,101.496661,61.79812902,1.642390515,0.715797201
ENSG00000164062.13,APEH,39.66959628,135.8540796,0.000511367,0.004377943,119.5340649,119.9811115,108.5426679,149.6643213,158.6795981,158.7227137,155.6888777,116.0192814,1.341922444,0.424301294
ENSG00000136159.4,NUDT15,39.48185272,105.1016818,0.000238799,0.002652873,82.90700981,86.14771097,87.02754548,118.4766856,124.3913517,131.6597871,124.8426081,85.36075542,1.462529327,0.548465554
ENSG00000037897.17,METTL1,39.43988052,81.01624091,0.000228893,0.002583905,58.96953648,66.29459996,58.62476549,97.98035265,106.8913319,97.33685897,100.7361812,61.29630065,1.643430029,0.716710033
ENSG00000162231.14,NXF1,38.9693847,87.52169691,1.13E-05,0.000488623,67.44392372,67.58835073,69.07873925,106.0619893,104.2445328,110.7126458,107.0063893,68.03700456,1.572767495,0.653305411
ENSG00000159111.13,MRPL10,37.4092041,121.7909751,0.000367248,0.003474249,99.12124771,110.7533545,99.38451701,138.8599517,143.9038656,138.7229142,140.4955772,103.0863731,1.362891845,0.446671079
ENSG00000168564.6,CDKN2AIP,37.22985579,94.26573972,0.001525139,0.00902971,78.64252943,70.03034688,78.27955915,103.5150069,114.0603775,121.0666184,112.8806676,75.65081182,1.492127644,0.577370956
ENSG00000066117.15,SMARCD1,37.22065582,133.1407912,1.17E-08,3.72E-05,114.5271832,114.789447,114.2747597,150.9823891,152.1939888,152.0769794,151.7511191,114.5304633,1.324984766,0.405975773
ENSG00000148290.10,SURF1,36.85281863,97.01838046,0.001601744,0.00932406,76.03233439,81.46360657,78.2799725,106.2601675,114.435449,125.6387528,115.4447898,78.59197115,1.468913276,0.554749222
ENSG00000124635.9,H2BC11,36.85044566,24.9208717,6.49E-05,0.00124669,5.940953171,6.691671081,6.854322373,38.02267454,44.65111819,47.36449087,43.34609453,6.495648875,6.673096924,2.738356459
ENSG00000129103.19,SUMF2,36.79331128,106.5979401,7.60E-05,0.001347158,92.61683084,87.96130782,84.02571461,122.1649931,127.1018962,125.7168979,124.9945957,88.20128442,1.417151649,0.502994149
ENSG00000187866.10,FAM122A,36.17711846,54.55990788,0.000523596,0.004438861,36.62624985,37.59050487,35.19729124,78.04888915,64.04426152,75.85225065,72.64846711,36.47134865,1.991932566,0.994168808
ENSG00000162923.17,WDR26,35.66735123,67.20133529,3.49E-05,0.000870587,45.78162788,48.89906144,53.42228971,85.19409782,83.62756281,86.28337208,85.0350109,49.36765967,1.722484142,0.784490701
ENSG00000143303.12,RRNAD1,34.88592293,65.5711363,0.00011803,0.001728248,45.50595901,50.50658734,48.37197815,81.42816284,88.18907024,79.42506021,83.01409776,48.12817483,1.724854476,0.786474648
ENSG00000167930.17,FAM234A,34.8808209,38.01648816,8.40E-07,0.00015791,22.17302677,20.00442049,19.55078586,56.08021532,56.01775788,54.27272261,55.4568986,20.57607771,2.695212343,1.43039894
ENSG00000275221.2,H2AC15,34.81193939,24.57211899,0.000539223,0.004524946,10.32929333,11.16915455,0,39.17539302,40.2128188,46.54605422,41.97808868,7.166149292,5.857830611,2.550366476
ENSG00000172922.11,RNASEH2C,34.77804237,183.9779829,2.74E-05,0.000752652,166.4167294,169.107622,164.2425337,202.750769,203.2738778,198.0763654,201.3670041,166.5889617,1.208765587,0.273534493
ENSG00000157240.4,FZD1,34.70703298,52.85364718,0.000369685,0.003489515,36.16701024,33.75048267,36.58289918,68.49045212,77.47283481,64.65820408,70.20716367,35.50013069,1.977659301,0.983793909
ENSG00000163516.14,ANKZF1,34.46420006,107.3071323,7.73E-05,0.001360122,89.38775053,86.48146109,94.3558852,127.3424635,123.7098236,122.5654099,124.5392323,90.07503228,1.382616572,0.467401123
ENSG00000104529.17,EEF1D,34.23520791,99.7588285,0.000150806,0.001984372,81.40874609,86.63219131,79.88273625,119.4548441,119.0446234,112.1298298,116.8764325,82.64122455,1.414263076,0.50005051
ENSG00000102226.10,USP11,33.89926573,87.82254142,4.13E-05,0.000946983,70.6833705,70.57882875,71.35652641,107.4403458,100.1814017,106.6947754,104.7721743,70.87290856,1.478310633,0.56394945
ENSG00000007202.15,KIAA0100,33.80185193,124.705579,0.000349944,0.003390855,100.7846428,110.289443,112.3398732,140.7398324,143.9379752,140.1417072,141.6065049,107.804653,1.313547245,0.393468091
ENSG00000111144.10,LTA4H,33.1217951,87.53823273,4.15E-05,0.000948055,69.60003821,68.56654695,74.76542038,103.8609578,102.1342412,106.3021918,104.0991303,70.97733518,1.466653123,0.5525277
ENSG00000163319.11,MRPS18C,32.71020864,68.33284192,6.97E-05,0.001285054,51.4658811,48.02531477,56.44201694,83.61352501,84.7681404,85.68217332,84.68794624,51.9777376,1.629311897,0.704262803
ENSG00000169136.12,ATF5,32.63050001,74.42707799,0.000366866,0.003474249,63.95189022,55.74476522,54.63882851,86.87147144,94.42235516,90.9331574,90.742328,58.11182798,1.561512194,0.642943835
ENSG00000164880.16,INTS1,32.42473954,96.20326483,0.000261886,0.002813861,85.10597265,81.19925915,73.66745338,112.6682144,112.6504324,111.928257,112.4156346,79.99089506,1.405355379,0.490934997
ENSG00000143420.19,ENSA,32.32836072,96.29453667,3.51E-05,0.000874268,81.9390712,79.61287824,78.83911948,112.9567608,115.5011305,108.9182598,112.458717,80.13035631,1.403447111,0.488974696
ENSG00000134250.20,NOTCH2,32.15076228,55.74749235,2.59E-07,8.98E-05,39.06026455,40.35274953,39.60331955,71.39769049,71.05498872,73.01594126,71.82287349,39.67211121,1.810412184,0.856318199
ENSG00000137193.14,PIM1,32.11540429,67.529628,2.02E-05,0.000643128,49.51483874,52.84094491,52.05999392,83.21782936,81.05389675,86.49026434,83.58733015,51.47192586,1.623940211,0.699498518
ENSG00000089006.17,SNX5,32.06402113,90.25293419,0.000433105,0.003923705,72.27990652,70.53676216,79.84610221,102.3206789,110.6306114,105.903544,106.2849448,74.22092363,1.432007843,0.518039394
ENSG00000142657.21,PGD,31.95946963,98.45230948,6.19E-06,0.000366206,80.16888757,84.24423137,83.00460506,115.5045,114.8527678,112.9388651,114.4320443,82.47257467,1.387516332,0.472504753
ENSG00000160049.12,DFFA,31.6611545,108.1798853,0.000132599,0.0018361,96.97456496,91.5933933,88.47996586,126.481114,123.6283484,121.9219253,124.0104625,92.34930804,1.342841275,0.425288787
ENSG00000034713.8,GABARAPL2,31.39662133,74.06070073,2.14E-05,0.000662513,58.32590278,56.48865996,60.27260747,88.31502869,88.20781188,92.75419363,89.7590114,58.36239007,1.537959828,0.62101782
ENSG00000136807.14,CDK9,30.95465124,97.84740367,0.000666242,0.00522046,82.14959294,87.02359913,77.9370421,115.1269352,107.4718293,117.3754234,113.3247293,82.37007805,1.375799708,0.460270454
ENSG00000084092.7,NOA1,30.85345331,79.36654192,0.000339722,0.003315947,61.32998292,68.25951334,62.22994953,89.81570921,95.90929496,98.65480154,94.79326857,63.93981526,1.482538981,0.568070039
ENSG00000221978.12,CCNL2,30.84115705,118.6158097,0.000675093,0.005254808,103.7826745,103.0048807,102.7981385,128.3515262,132.0757855,141.6818531,134.0363883,103.1952312,1.298862231,0.377248414
ENSG00000119285.11,HEATR1,30.65488625,96.89041041,0.000254664,0.002769263,80.81728019,76.57714433,87.29447734,111.9403405,111.4633839,113.2498363,112.2178535,81.56296729,1.375843195,0.460316056
ENSG00000266412.6,NCOA4,30.18387181,83.62742419,0.000964171,0.006616991,64.33587837,64.28795533,76.98263116,98.31158152,99.37023137,98.47626741,98.7193601,68.53548829,1.440412297,0.526481821
ENSG00000068001.14,HYAL2,30.09527528,56.92810966,0.000562621,0.004660337,42.41223425,35.87491578,47.35426602,75.10879276,71.46081978,69.35762936,71.9757473,41.88047202,1.718599238,0.78123316
ENSG00000091317.8,CMTM6,29.61527516,67.87640241,0.000640504,0.005096114,47.64744788,53.75048683,57.80835978,78.74870516,82.40818315,86.89523167,82.68403999,53.06876483,1.558054729,0.639745911
ENSG00000181264.9,TLCD5,29.21066098,46.03715855,6.86E-05,0.001276396,29.71461906,33.45111427,31.12975084,57.42923065,64.17948628,60.31875017,60.64248904,31.43182806,1.929333824,0.948102788
ENSG00000156253.7,RWDD2B,28.85801868,29.10710963,1.19E-06,0.000176075,13.68319287,15.16564912,15.1854589,44.88965913,42.3199248,43.39877299,43.53611897,14.6781003,2.96605951,1.568547544
ENSG00000066027.12,PPP2R5A,28.57279271,33.85240911,1.31E-06,0.000185397,18.47536972,18.8663702,21.35629835,48.29534087,48.1247369,47.99633862,48.13880546,19.56601276,2.460327817,1.298850555
ENSG00000148943.12,LIN7C,28.54701515,75.83968907,0.001496301,0.00891381,59.45141627,59.80030931,65.4468189,82.11608935,94.19453454,94.02896605,90.11319665,61.56618149,1.463680132,0.549600306
ENSG00000172500.13,FIBP,28.40592791,124.8103422,0.000721252,0.005484915,111.1907903,105.9733361,114.6580083,140.7044082,133.6548483,142.6806619,139.0133062,110.6073782,1.256817659,0.329775356
ENSG00000169660.17,HEXD,28.31587228,29.47438081,2.52E-06,0.000230717,16.98791155,13.96664639,14.99477605,44.24848403,44.09025783,42.55820899,43.63231695,15.31644467,2.848723571,1.510315635
ENSG00000196981.4,WDR5B,27.94717242,39.56193131,0.000179088,0.002221238,21.46363632,25.39832725,29.90307173,52.98943366,52.0277779,55.58934098,53.53551751,25.5883451,2.092183661,1.065009503
ENSG00000196141.14,SPATS2L,27.75049206,41.5314052,9.09E-08,6.21E-05,26.90669724,27.50309745,28.55868284,55.43403399,55.30883808,55.47708162,55.40665123,27.65615918,2.003410918,1.002458361
ENSG00000277224.2,H2BC7,27.1971942,17.86440072,0.0003694,0.003488372,2.85581354,6.176031945,3.765565381,27.61930718,29.647801,37.12188528,31.46299782,4.265803622,7.375632029,2.882766681
ENSG00000181222.19,POLR2A,27.17479802,62.95748959,7.11E-05,0.001301205,51.20337453,51.27672419,45.63017302,76.75792188,74.79794918,78.07879472,76.5448886,49.37009058,1.550430386,0.632668751
ENSG00000078804.13,TP53INP2,27.01053804,92.71844647,0.000428019,0.003889275,81.43885284,81.97340455,74.22727495,109.9545368,103.7347271,104.9818826,106.2237155,79.21317745,1.340985413,0.423293544
ENSG00000115350.12,POLE4,27.00104375,41.98269261,8.18E-05,0.001403083,28.54719549,27.49210668,29.40721005,53.79641642,59.62018942,53.03303763,55.48321449,28.48217074,1.9479981,0.96199227
ENSG00000113558.19,SKP1,26.91408654,97.79421352,0.00078351,0.005799838,82.06831757,80.96727203,89.97592114,110.1528753,115.5129838,108.0879112,111.2512568,84.33717024,1.319124847,0.399581113
ENSG00000106682.16,EIF4H,26.87069775,221.4509408,0.000656903,0.005180508,210.2268989,210.2993914,203.5204855,239.3648686,230.310845,234.9831554,234.8862897,208.0155919,1.129176364,0.175270835
ENSG00000006118.15,TMEM132A,26.86207412,90.09794765,0.000854627,0.006117025,73.5554129,82.15338241,74.29193645,105.4169725,106.4461107,98.72387089,103.5289847,76.66691059,1.350373765,0.433358781
ENSG00000081791.9,DELE1,26.81602245,53.75932601,1.05E-05,0.00047609,40.9273101,39.28143706,40.84519718,69.63672126,65.77988719,66.08540326,67.16733723,40.35131478,1.664563784,0.735144154
ENSG00000183718.5,TRIM52,26.2808094,63.1145086,4.35E-05,0.000974214,48.26380105,48.0679565,53.59055416,76.01296546,76.146957,76.60481744,76.2549133,49.9741039,1.525888557,0.609649599
ENSG00000132424.17,PNISR,26.12147956,93.36876506,0.000979114,0.006687031,76.99573493,77.52354693,86.40479399,106.2627056,102.9568932,110.0689158,106.4295048,80.30802528,1.325266117,0.406282086
ENSG00000100528.12,CNIH1,25.79540982,118.1548733,0.001464249,0.008797127,104.2997367,99.83482383,111.6369446,127.2805905,131.6206236,134.2565205,131.0525782,105.2571684,1.245070338,0.316227247
ENSG00000120738.8,EGR1,25.60357729,35.95923127,0.000873393,0.006209363,20.98444323,23.17344065,25.31444397,51.30798663,52.72464167,42.25043144,48.76101991,23.15744262,2.105630605,1.074252364
ENSG00000104419.17,NDRG1,25.45313286,45.9845524,7.57E-06,0.000404963,34.15658334,34.71265574,30.90471883,58.6992954,58.88333171,58.55072941,58.71111884,33.25798597,1.76532394,0.819932945
ENSG00000112697.17,TMEM30A,25.15220466,85.51025522,0.000478926,0.004190007,68.63101801,72.19313682,77.97830384,95.804968,100.1343485,98.31975608,98.08635754,72.93415289,1.344861819,0.427457948
ENSG00000140400.17,MAN2C1,25.14681317,77.03228668,1.97E-05,0.000634241,66.62442995,64.60324748,62.14896286,89.13965303,90.92161859,88.75580819,89.60569327,64.4588801,1.390121782,0.475211276
ENSG00000172201.12,ID4,25.1130828,28.15574453,0.000206687,0.002428403,14.50265874,12.2394933,20.05545737,39.44153902,40.39420775,42.30111103,40.71228593,15.59920314,2.609895235,1.383991896
ENSG00000100650.16,SRSF5,24.91268828,61.11550356,2.30E-05,0.000681624,48.84121139,47.61306302,49.52320385,71.33802069,76.1063311,73.27119132,73.57184771,48.65915942,1.511983532,0.596442426
ENSG00000166295.9,ANAPC16,24.72976134,40.33060103,8.04E-05,0.001394728,30.35320998,26.21976041,27.3241907,53.41787037,49.76653813,54.9020366,52.6954817,27.96572037,1.884288372,0.914019772
ENSG00000163660.12,CCNL1,24.68570422,66.71718814,0.001461842,0.008797127,52.95988295,50.91749006,59.24563507,74.84470792,84.58557357,77.74983926,79.06004025,54.37433603,1.453995506,0.540022811
ENSG00000225663.8,MCRIP1,24.62286585,24.94094618,0.000198344,0.002365824,13.42248024,14.17631314,10.28974638,38.18007596,40.30510436,33.27195699,37.2523791,12.62951325,2.949629044,1.560533528
ENSG00000159140.21,SON,24.46732838,163.9076732,0.000266254,0.002839865,148.9916494,149.8473109,156.1830666,176.1787167,174.1076668,178.1376285,176.1413374,151.674009,1.161315235,0.21575964
ENSG00000181929.13,PRKAG1,24.39141867,50.23187407,0.000481175,0.00419927,34.70502619,39.09046468,40.31300332,59.70089166,60.4508334,67.13102515,62.42758341,38.03616473,1.641269141,0.714811836
ENSG00000115216.14,NRBP1,24.33444248,120.5822095,0.00010476,0.001605358,105.629576,108.347746,111.2676427,135.0904002,132.3271306,130.8307614,132.7494307,108.4149883,1.224456442,0.292141453
ENSG00000139651.11,ZNF740,23.79749772,58.07053774,1.44E-05,0.000545458,44.35322296,47.06428056,47.09786311,71.59283403,68.45440916,69.86061662,69.9692866,46.17178888,1.51541208,0.599710153
ENSG00000274290.3,H2BC6,23.5906324,15.10141975,0.000263564,0.00282104,3.118112204,3.225048673,3.575149794,31.77570022,24.10222419,24.81228345,26.89673595,3.306103557,8.135478968,3.024227286
ENSG00000099840.14,IZUMO4,23.52364987,15.33087209,0.001235271,0.007804583,3.777072821,4.084181631,2.845887011,20.87373864,32.90999585,27.49435659,27.09269703,3.569047154,7.591016833,2.924293151
ENSG00000006007.12,GDE1,23.47981557,39.26006616,0.000118035,0.001728248,26.91517948,24.67480591,30.97048972,50.21567875,52.71695653,50.06728654,50.99997394,27.52015837,1.853186063,0.890007737
ENSG00000162384.14,CZIB,23.20771874,51.5566283,0.000848412,0.006093143,35.01255364,40.40217226,44.44358088,66.29608125,62.05013493,61.13524681,63.16048766,39.95276893,1.580878857,0.660726818
ENSG00000119638.14,NEK9,22.91001629,52.38926296,1.15E-05,0.000490564,42.23892945,39.55532778,41.0085072,64.09248413,62.20172528,65.23860391,63.8442711,40.93425481,1.559678353,0.641248537
ENSG00000164615.6,CAMLG,22.7178124,56.19154396,0.000225327,0.00255524,42.74753436,43.79047579,47.95990313,65.27722078,66.66523856,70.70889113,67.55045016,44.83263776,1.506724867,0.591416
ENSG00000106636.9,YKT6,22.38933694,85.69482423,0.000502839,0.004315409,74.52953819,79.06626859,69.9046605,97.03841202,95.88571485,97.74435123,96.8894927,74.50015576,1.300527384,0.379096777
ENSG00000198408.14,OGA,22.17336988,52.7524223,0.00065474,0.005174375,39.65386452,39.67578186,45.66756569,60.59514336,63.37878643,67.54339193,63.83910724,41.66573736,1.532172746,0.615578965
ENSG00000070610.14,GBA2,21.96088783,105.9497213,0.001678903,0.009610917,99.18171357,97.38777608,88.33834243,115.0488416,118.6691425,117.0725114,116.9301652,94.96927736,1.231242023,0.300114378
ENSG00000214078.13,CPNE1,21.73899729,39.63109427,1.30E-05,0.000519046,30.0525844,28.98559061,27.24661188,52.01432647,50.21488713,49.27256515,50.50059292,28.76159563,1.755834188,0.812156611
ENSG00000106305.10,AIMP2,21.62597539,56.00231057,0.000665497,0.005219715,47.43823603,41.79623265,46.33349995,64.10362527,65.20838619,71.13388335,66.81529827,45.18932288,1.478563829,0.564196526
ENSG00000003989.18,SLC7A2,21.44185765,70.21495897,0.000107295,0.001620788,57.19236262,58.34965989,62.94006794,80.01277886,81.54658207,81.24830246,80.9358878,59.49403015,1.360403516,0.44403464
ENSG00000108946.15,PRKAR1A,21.31524603,73.98667378,0.001345956,0.00829595,62.15200757,59.77974067,68.05540407,81.18362072,88.445149,84.30412068,84.6442968,63.32905077,1.336579276,0.41854541
ENSG00000149809.17,TM7SF2,21.21734144,24.86148455,0.000317786,0.003173664,12.78951562,12.60917183,17.35975406,37.23560704,37.09893337,32.0759254,35.47015527,14.25281383,2.488642291,1.315358877
ENSG00000106261.17,ZKSCAN1,21.20973034,78.28380534,0.000122807,0.001761565,68.85246387,64.69368634,69.4906703,86.74684162,89.6889116,90.2302583,88.88867051,67.67894017,1.313387448,0.393292573
ENSG00000242732.4,RTL5,21.03196528,51.28969055,0.001253627,0.00790341,39.91464267,37.76504342,44.64143766,66.09457793,61.50897864,57.81346301,61.80567319,40.77370792,1.515821748,0.60010011
